"No.","Time","Time Diff","Source","Destination","Protocol","Length","Sequence Number","Acknowledgment Number","TCP Segment Len","Traffic Class","Info"
"189","59.503384114","0.057912614","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","1818","522","101","0xe0","Application Data"
"190","59.503460278","0.000076164","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1919","0","0xe0","39016  >  64616 [ACK] Seq=522 Ack=1919 Win=64128 Len=0 TSval=913277418 TSecr=4241406666"
"191","59.508188415","0.004728137","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1919","85","0xe0","Application Data"
"192","59.539792395","0.031603980","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1919","607","0","0xe0","64616  >  39016 [ACK] Seq=1919 Ack=607 Win=130944 Len=0 TSval=4241406746 TSecr=913277423"
"193","59.553421595","0.013629200","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","251","1919","607","165","0xe0","Application Data"
"194","59.596877621","0.043456026","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","607","2084","0","0xe0","39016  >  64616 [ACK] Seq=607 Ack=2084 Win=64128 Len=0 TSval=913277511 TSecr=4241406757"
"195","59.600153280","0.003275659","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","607","2084","85","0xe0","Application Data"
"196","59.652365052","0.052211772","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2084","692","0","0xe0","64616  >  39016 [ACK] Seq=2084 Ack=692 Win=130944 Len=0 TSval=4241406833 TSecr=913277515"
"197","59.652380054","0.000015002","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2084","692","85","0xe0","Application Data"
"198","59.652391105","0.000011051","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","692","2169","0","0xe0","39016  >  64616 [ACK] Seq=692 Ack=2169 Win=64128 Len=0 TSval=913277567 TSecr=4241406843"
"199","59.778967959","0.126576854","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","1514","692","2169","1428","0xe0","39016  >  64616 [ACK] Seq=692 Ack=2169 Win=64128 Len=1428 TSval=913277693 TSecr=4241406843 [TCP segment of a reassembled PDU]"
"200","59.778981096","0.000013137","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","183","2120","2169","97","0xe0","Application Data"
"201","59.866514368","0.087533272","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2169","2217","0","0xe0","64616  >  39016 [ACK] Seq=2169 Ack=2217 Win=129536 Len=0 TSval=4241407035 TSecr=913277693"
"202","59.866530680","0.000016312","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","2169","2217","101","0xe0","Application Data"
"203","59.866635827","0.000105147","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2217","2270","0","0xe0","39016  >  64616 [ACK] Seq=2217 Ack=2270 Win=64128 Len=0 TSval=913277781 TSecr=4241407072"
"204","59.933412930","0.066777103","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","459","2217","2270","373","0xe0","Application Data"
"205","59.992422135","0.059009205","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2270","2590","0","0xe0","64616  >  39016 [ACK] Seq=2270 Ack=2590 Win=130688 Len=0 TSval=4241407171 TSecr=913277848"
"206","60.040776369","0.048354234","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2270","2590","85","0xe0","Application Data"
"207","60.040902127","0.000125758","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2590","2355","0","0xe0","39016  >  64616 [ACK] Seq=2590 Ack=2355 Win=64128 Len=0 TSval=913277955 TSecr=4241407192"
"208","60.046289085","0.005386958","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","2590","2355","101","0xe0","Application Data"
"209","60.141126972","0.094837887","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2355","2691","0","0xe0","64616  >  39016 [ACK] Seq=2355 Ack=2691 Win=130944 Len=0 TSval=4241407267 TSecr=913277961"
"210","60.141142832","0.000015860","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","491","2355","2691","405","0xe0","Application Data"
"211","60.184878458","0.043735626","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2691","2760","0","0xe0","39016  >  64616 [ACK] Seq=2691 Ack=2760 Win=64128 Len=0 TSval=913278099 TSecr=4241407290"
"212","60.191681758","0.006803300","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2691","2760","85","0xe0","Application Data"
"213","60.285965162","0.094283404","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2760","2776","0","0xe0","64616  >  39016 [ACK] Seq=2760 Ack=2776 Win=130944 Len=0 TSval=4241407414 TSecr=913278106"
"214","60.286022012","0.000056850","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2760","2776","85","0xe0","Application Data"
"215","60.286212225","0.000190213","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2776","2845","0","0xe0","39016  >  64616 [ACK] Seq=2776 Ack=2845 Win=64128 Len=0 TSval=913278201 TSecr=4241407424"
"216","60.289516834","0.003304609","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2776","2845","85","0xe0","Application Data"
"217","60.380459907","0.090943073","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2845","2861","0","0xe0","64616  >  39016 [ACK] Seq=2845 Ack=2861 Win=130944 Len=0 TSval=4241407553 TSecr=913278204"
"218","60.380518671","0.000058764","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2845","2861","117","0xe0","Application Data"
"219","60.420982432","0.040463761","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2861","2962","0","0xe0","39016  >  64616 [ACK] Seq=2861 Ack=2962 Win=64128 Len=0 TSval=913278335 TSecr=4241407562"
"220","62.387120344","1.966137912","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2861","2962","85","0xe0","Application Data"
"221","62.570059835","0.182939491","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2962","2946","0","0xe0","64616  >  39016 [ACK] Seq=2962 Ack=2946 Win=130944 Len=0 TSval=4241409691 TSecr=913280302"
"222","62.570074796","0.000014961","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2962","2946","117","0xe0","Application Data"
"223","62.570087331","0.000012535","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2946","3079","0","0xe0","39016  >  64616 [ACK] Seq=2946 Ack=3079 Win=64128 Len=0 TSval=913280485 TSecr=4241409700"
"230","64.575488196","2.005400865","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2946","3079","85","0xe0","Application Data"
"231","64.630319953","0.054831757","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3079","3031","0","0xe0","64616  >  39016 [ACK] Seq=3079 Ack=3031 Win=130944 Len=0 TSval=4241411838 TSecr=913282490"
"232","64.660573405","0.030253452","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3079","3031","117","0xe0","Application Data"
"233","64.660595663","0.000022258","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3031","3196","0","0xe0","39016  >  64616 [ACK] Seq=3031 Ack=3196 Win=64128 Len=0 TSval=913282575 TSecr=4241411848"
"234","66.666010498","2.005414835","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3031","3196","85","0xe0","Application Data"
"236","66.919663456","0.253652958","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3196","3116","0","0xe0","64616  >  39016 [ACK] Seq=3196 Ack=3116 Win=130944 Len=0 TSval=4241413995 TSecr=913284580"
"237","66.919678739","0.000015283","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3196","3116","117","0xe0","Application Data"
"238","66.919691052","0.000012313","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3116","3313","0","0xe0","39016  >  64616 [ACK] Seq=3116 Ack=3313 Win=64128 Len=0 TSval=913284834 TSecr=4241414004"
"242","68.924676969","2.004985917","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3116","3313","85","0xe0","Application Data"
"243","69.121476606","0.196799637","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3313","3201","0","0xe0","64616  >  39016 [ACK] Seq=3313 Ack=3201 Win=130944 Len=0 TSval=4241416242 TSecr=913286839"
"244","69.121491870","0.000015264","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3313","3201","117","0xe0","Application Data"
"245","69.121504054","0.000012184","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3201","3430","0","0xe0","39016  >  64616 [ACK] Seq=3201 Ack=3430 Win=64128 Len=0 TSval=913287036 TSecr=4241416247"
"246","71.126756112","2.005252058","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3201","3430","85","0xe0","Application Data"
"247","71.213040646","0.086284534","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3430","3286","0","0xe0","64616  >  39016 [ACK] Seq=3430 Ack=3286 Win=131072 Len=0 TSval=4241418390 TSecr=913289041"
"248","71.220190174","0.007149528","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3430","3286","117","0xe0","Application Data"
"249","71.220211558","0.000021384","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3286","3547","0","0xe0","39016  >  64616 [ACK] Seq=3286 Ack=3547 Win=64128 Len=0 TSval=913289134 TSecr=4241418399"
"250","71.223841118","0.003629560","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3286","3547","85","0xe0","Application Data"
"251","71.231908053","0.008066935","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3547","3371","0","0xe0","64616  >  39016 [ACK] Seq=3547 Ack=3371 Win=131072 Len=0 TSval=4241418441 TSecr=913289138"
"252","71.250955904","0.019047851","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3547","3371","85","0xe0","Application Data"
"253","71.254512122","0.003556218","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3371","3632","85","0xe0","Application Data"
"254","71.258190888","0.003678766","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3632","3456","0","0xe0","64616  >  39016 [ACK] Seq=3632 Ack=3456 Win=130944 Len=0 TSval=4241418468 TSecr=913289169"
"255","71.314606158","0.056415270","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3632","3456","85","0xe0","Application Data"
"256","71.322361407","0.007755249","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","155","3456","3717","69","0xe0","Encrypted Alert"
"257","71.322410080","0.000048673","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3525","3717","0","0xe0","39016  >  64616 [FIN, ACK] Seq=3525 Ack=3717 Win=64128 Len=0 TSval=913289237 TSecr=4241418477"
"258","71.340396716","0.017986636","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3525","0","0xe0","64616  >  39016 [ACK] Seq=3717 Ack=3525 Win=130944 Len=0 TSval=4241418550 TSecr=913289237"
"259","71.341255811","0.000859095","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3717","3526","0","0xe0","64616  >  39016 [ACK] Seq=3717 Ack=3526 Win=130944 Len=0 TSval=4241418550 TSecr=913289237"
"272","76.272146137","4.930890326","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","3717","3526","69","0xe0","Encrypted Alert"
"273","76.272159322","0.000013185","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","0x00","39016  >  64616 [RST] Seq=3526 Win=0 Len=0"
"274","76.272202976","0.000043654","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3786","3526","0","0xe0","64616  >  39016 [FIN, ACK] Seq=3786 Ack=3526 Win=130944 Len=0 TSval=4241423480 TSecr=913289237"
"275","76.272205262","0.000002286","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","0x00","39016  >  64616 [RST] Seq=3526 Win=0 Len=0"
"276","76.273033177","0.000827915","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","74","3787","3526","0","0xe0","64616  >  39016 [RST, ACK] Seq=3787 Ack=3526 Win=130944 Len=0"
"281","79.079532210","2.806499033","fe80::f4af:cb28:5ee1:34bd","ff02::1","UDP","72","","","","0xe0","54579  >  15118 Len=10"
"282","79.259740922","0.180208712","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","UDP","90","","","","0xe0","15118  >  54579 Len=28"
"286","79.549400843","0.289659921","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","94","0","0","0","0x00","39018  >  64616 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=913297463 TSecr=0 WS=128"
"287","79.828347979","0.278947136","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0","0x00","64616  >  39018 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=2879145024 TSecr=913297463 SACK_PERM=1"
"288","79.828367139","0.000019160","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","1","1","0","0x00","39018  >  64616 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=913297742 TSecr=2879145024"
"290","79.828381913","0.000014774","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0","0x00","[TCP Out-Of-Order] 64616  >  39018 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=2879145126 TSecr=913297463 SACK_PERM=1"
"291","79.828383673","0.000001760","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","1","1","0","0x00","[TCP Dup ACK 288#1] 39018  >  64616 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=913297742 TSecr=2879145024"
"292","79.848038278","0.019654605","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","288","1","1","202","0xe0","Client Hello"
"293","79.896481707","0.048443429","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","1","0","0x00","[TCP Window Update] 64616  >  39018 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=2879145195 TSecr=913297742"
"294","79.897395121","0.000913414","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","203","0","0xe0","64616  >  39018 [ACK] Seq=1 Ack=203 Win=131136 Len=0 TSval=2879145221 TSecr=913297762"
"295","79.933735885","0.036340764","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","176","1","203","90","0xe0","Server Hello"
"296","79.933750754","0.000014869","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","91","0","0xe0","39018  >  64616 [ACK] Seq=203 Ack=91 Win=64896 Len=0 TSval=913297848 TSecr=2879145229"
"297","79.933761757","0.000011003","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","1524","91","203","1438","0xe0","Certificate"
"298","79.933763579","0.000001822","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1529","0","0xe0","39018  >  64616 [ACK] Seq=203 Ack=1529 Win=63488 Len=0 TSval=913297848 TSecr=2879145229"
"299","79.956423617","0.022660038","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","215","1529","203","129","0xe0","Server Key Exchange, Server Hello Done"
"300","79.956443956","0.000020339","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1658","0","0xe0","39018  >  64616 [ACK] Seq=203 Ack=1658 Win=63360 Len=0 TSval=913297871 TSecr=2879145281"
"301","79.968385927","0.011941971","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","128","203","1658","42","0xe0","Client Key Exchange"
"302","79.997629029","0.029243102","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","245","0","0xe0","64616  >  39018 [ACK] Seq=1658 Ack=245 Win=131072 Len=0 TSval=2879145336 TSecr=913297882"
"303","79.997661966","0.000032937","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","177","245","1658","91","0xe0","Change Cipher Spec, Encrypted Handshake Message"
"304","80.026766827","0.029104861","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","336","0","0xe0","64616  >  39018 [ACK] Seq=1658 Ack=336 Win=131008 Len=0 TSval=2879145346 TSecr=913297912"
"305","80.092127280","0.065360453","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","92","1658","336","6","0xe0","Change Cipher Spec"
"306","80.133507004","0.041379724","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1664","0","0xe0","39018  >  64616 [ACK] Seq=336 Ack=1664 Win=64128 Len=0 TSval=913298048 TSecr=2879145348"
"307","80.160166883","0.026659879","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","1664","336","85","0xe0","Encrypted Handshake Message"
"308","80.160188195","0.000021312","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1749","0","0xe0","39018  >  64616 [ACK] Seq=336 Ack=1749 Win=64128 Len=0 TSval=913298074 TSecr=2879145498"
"309","80.187053735","0.026865540","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","336","1749","101","0xe0","Application Data"
"310","80.200984310","0.013930575","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1749","437","0","0xe0","64616  >  39018 [ACK] Seq=1749 Ack=437 Win=130944 Len=0 TSval=2879145534 TSecr=913298101"
"311","80.206776631","0.005792321","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","1749","437","69","0xe0","Application Data"
"312","80.248916256","0.042139625","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","437","1818","0","0xe0","39018  >  64616 [ACK] Seq=437 Ack=1818 Win=64128 Len=0 TSval=913298163 TSecr=2879145543"
"313","80.259594741","0.010678485","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","437","1818","85","0xe0","Application Data"
"314","80.287862301","0.028267560","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1818","522","0","0xe0","64616  >  39018 [ACK] Seq=1818 Ack=522 Win=130944 Len=0 TSval=2879145621 TSecr=913298174"
"315","80.292943256","0.005080955","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","1818","522","101","0xe0","Application Data"
"316","80.292988430","0.000045174","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1919","0","0xe0","39018  >  64616 [ACK] Seq=522 Ack=1919 Win=64128 Len=0 TSval=913298207 TSecr=2879145629"
"317","80.297773526","0.004785096","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1919","85","0xe0","Application Data"
"318","80.345465138","0.047691612","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1919","607","0","0xe0","64616  >  39018 [ACK] Seq=1919 Ack=607 Win=130944 Len=0 TSval=2879145657 TSecr=913298212"
"319","80.345478732","0.000013594","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","251","1919","607","165","0xe0","Application Data"
"320","80.388915490","0.043436758","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","607","2084","0","0xe0","39018  >  64616 [ACK] Seq=607 Ack=2084 Win=64128 Len=0 TSval=913298303 TSecr=2879145667"
"321","80.392513358","0.003597868","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","607","2084","85","0xe0","Application Data"
"322","80.486057175","0.093543817","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2084","692","0","0xe0","64616  >  39018 [ACK] Seq=2084 Ack=692 Win=130944 Len=0 TSval=2879145802 TSecr=913298307"
"323","80.486071230","0.000014055","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2084","692","85","0xe0","Application Data"
"324","80.486081359","0.000010129","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","692","2169","0","0xe0","39018  >  64616 [ACK] Seq=692 Ack=2169 Win=64128 Len=0 TSval=913298400 TSecr=2879145810"
"325","80.603875006","0.117793647","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","1514","692","2169","1428","0xe0","39018  >  64616 [ACK] Seq=692 Ack=2169 Win=64128 Len=1428 TSval=913298518 TSecr=2879145810 [TCP segment of a reassembled PDU]"
"326","80.603890559","0.000015553","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","183","2120","2169","97","0xe0","Application Data"
"327","80.695583213","0.091692654","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2169","2217","0","0xe0","64616  >  39018 [ACK] Seq=2169 Ack=2217 Win=129536 Len=0 TSval=2879145974 TSecr=913298518"
"328","80.695598244","0.000015031","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","2169","2217","101","0xe0","Application Data"
"329","80.695700306","0.000102062","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2217","2270","0","0xe0","39018  >  64616 [ACK] Seq=2217 Ack=2270 Win=64128 Len=0 TSval=913298610 TSecr=2879145998"
"330","80.766257901","0.070557595","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","459","2217","2270","373","0xe0","Application Data"
"331","80.840610448","0.074352547","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2270","2590","0","0xe0","64616  >  39018 [ACK] Seq=2270 Ack=2590 Win=130688 Len=0 TSval=2879146121 TSecr=913298680"
"332","80.871431705","0.030821257","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2270","2590","85","0xe0","Application Data"
"333","80.871532033","0.000100328","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2590","2355","0","0xe0","39018  >  64616 [ACK] Seq=2590 Ack=2355 Win=64128 Len=0 TSval=913298786 TSecr=2879146141"
